"Period",1.0000000000,2.0000000000,3.0000000000,4.0000000000,5.0000000000,6.0000000000,7.0000000000,8.0000000000,9.0000000000,10.0000000000,11.0000000000,12.0000000000,13.0000000000,14.0000000000,15.0000000000,16.0000000000,17.0000000000,18.0000000000,19.0000000000,20.0000000000,21.0000000000,22.0000000000,23.0000000000,24.0000000000,25.0000000000,26.0000000000,27.0000000000,28.0000000000,29.0000000000,30.0000000000,31.0000000000,32.0000000000,33.0000000000,34.0000000000,35.0000000000,36.0000000000,37.0000000000,38.0000000000,39.0000000000,40.0000000000,41.0000000000,42.0000000000,43.0000000000,44.0000000000,45.0000000000,46.0000000000,47.0000000000,48.0000000000,49.0000000000,50.0000000000,51.0000000000,52.0000000000,53.0000000000,54.0000000000,55.0000000000,56.0000000000,57.0000000000,58.0000000000,59.0000000000,60.0000000000
"Year",2010.0000000000,2015.0000000000,2020.0000000000,2025.0000000000,2030.0000000000,2035.0000000000,2040.0000000000,2045.0000000000,2050.0000000000,2055.0000000000,2060.0000000000,2065.0000000000,2070.0000000000,2075.0000000000,2080.0000000000,2085.0000000000,2090.0000000000,2095.0000000000,2100.0000000000,2105.0000000000,2110.0000000000,2115.0000000000,2120.0000000000,2125.0000000000,2130.0000000000,2135.0000000000,2140.0000000000,2145.0000000000,2150.0000000000,2155.0000000000,2160.0000000000,2165.0000000000,2170.0000000000,2175.0000000000,2180.0000000000,2185.0000000000,2190.0000000000,2195.0000000000,2200.0000000000,2205.0000000000,2210.0000000000,2215.0000000000,2220.0000000000,2225.0000000000,2230.0000000000,2235.0000000000,2240.0000000000,2245.0000000000,2250.0000000000,2255.0000000000,2260.0000000000,2265.0000000000,2270.0000000000,2275.0000000000,2280.0000000000,2285.0000000000,2290.0000000000,2295.0000000000,2300.0000000000,2305.0000000000
"Social Cost of Carbon ($USD Trillions)",14.74285541,17.73482236,21.15581932,25.02171635,29.34781384,34.14848207,39.43685267,45.22453212,51.52132093,58.33492945,65.67068499,73.5312264,81.9161841,90.8218451,100.2408073,110.1616363,120.5685577,131.4412509,142.7548827,154.4839867,166.591559,179.0262176,191.7187586,204.5742747,217.4876583,230.3792096,243.1941674,255.9059123,268.5210617,281.4294319,293.5499361,304.6721742,314.6090657,323.1925668,330.2716683,335.7118167,339.3952195,341.2217069,341.1099617,338.9990168,334.8499639,328.6478356,320.4036037,310.1561857,297.9742348,283.9572802,268.2353982,250.9659061,232.3243478,212.4848191,184.6060018,164.0546068,141.8170185,118.0808253,93.05860912,68.1481881,44.76280637,24.39592257,8.802149854,0
"Atmospheric Temperature (deg C above preindustrial)",0.8000000000,0.9254555636,1.0546127775,1.1871206413,1.3225498389,1.4603630096,1.5999095108,1.7404353217,1.8811011525,2.0210038403,2.1591977202,2.2947139130,2.4265763792,2.5538142318,2.6754702148,2.7906054982,2.8983010577,2.9976559330,3.0877826026,3.1653496038,3.2298063720,3.2805390680,3.3168640064,3.3380196028,3.3460479050,3.3438784219,3.3339277437,3.3181773424,3.2982409724,3.2754228832,3.2312291333,3.1697437938,3.0944017023,3.0080828411,2.9131938236,2.8117382726,2.7053775785,2.5954832922,2.4831822313,2.3693952363,2.2548703949,2.1402114595,2.0259020988,1.9123265626,1.7997872869,1.6885199384,1.5787063978,1.4704862282,1.3639673037,1.2592365420,1.1563722184,1.0554603817,0.9562586574,0.8586325991,0.7656322062,0.6996060609,0.6792746385,0.7174188607,0.8203667237,0.9891179906
"Total Increase in Forcing (Watts per Meter2, preindustrial)",2.1423630968,2.3982362740,2.6096933149,2.8225125251,3.0354016137,3.2466562461,3.4543685508,3.6565744954,3.8513516996,4.0368784702,4.2114636340,4.3735552416,4.5217345994,4.6547005447,4.7712475025,4.8702396984,4.9505829451,5.0111946211,5.0509717431,5.0437563016,5.0132889210,4.9581834725,4.8768987715,4.7677143873,4.6582050920,4.5603142184,4.4729312036,4.3950150015,4.3255980839,4.2637880172,4.0093916577,3.7669383929,3.5355573713,3.3144228731,3.1027564067,2.8998287491,2.7049613987,2.5175272109,2.3369501808,2.1627044478,1.9943126668,1.8313439232,1.6734114002,1.5201700412,1.3713145205,1.2265779743,1.0857321994,0.9485905115,0.8150153360,0.6849342308,0.5583710992,0.4355053156,0.3130966072,0.1918980639,0.1042074932,0.2512061407,0.6271090024,1.1974227317,1.9140703488,2.7314023690
"Lower Ocean Temperature (deg C above preindustrial)",0.0068000000,0.0266300000,0.0491006391,0.0742384425,0.1020604975,0.1325727311,0.1657674880,0.2016210386,0.2400913957,0.2811166396,0.3246138196,0.3704784171,0.4185843045,0.4687841064,0.5209098595,0.5747738684,0.6301696591,0.6868729441,0.7446425188,0.8032210209,0.8622742355,0.9214625389,0.9804394521,1.0388500660,1.0963293044,1.1525722694,1.2073549232,1.2605192437,1.3119606962,1.3616177031,1.4094628326,1.4550069901,1.4978754102,1.5377885675,1.5745459244,1.6080121219,1.6381052756,1.6647870832,1.6880544884,1.7079326820,1.7244692458,1.7377292746,1.7477913292,1.7547440984,1.7586836600,1.7597112507,1.7579314679,1.7534508412,1.7463767258,1.7368164903,1.7248769916,1.7106643722,1.6942842725,1.6758336321,1.6554036063,1.6331593213,1.6098204898,1.5865568435,1.5648283939,1.5462168522
